,id_subsistema,nom_subsistema,din_instante,val_cargaenergiamwmed
8148,N,Norte,2022-07-31T00:00:00.000,5908.06775
8149,NE,Nordeste,2022-07-31T00:00:00.000,10127.80208333
8150,S,Sul,2022-07-31T00:00:00.000,8780.32863407
8151,SE,Sudeste/Centro-Oeste,2022-07-31T00:00:00.000,32987.268625
8152,N,Norte,2022-08-01T00:00:00.000,6433.344
8153,NE,Nordeste,2022-08-01T00:00:00.000,10929.043375
8154,S,Sul,2022-08-01T00:00:00.000,11673.34591667
8155,SE,Sudeste/Centro-Oeste,2022-08-01T00:00:00.000,38612.62416667
8156,N,Norte,2022-08-02T00:00:00.000,6401.403125
8157,NE,Nordeste,2022-08-02T00:00:00.000,11107.43954167
8158,S,Sul,2022-08-02T00:00:00.000,12430.24816898
8159,SE,Sudeste/Centro-Oeste,2022-08-02T00:00:00.000,40102.12608333
8160,N,Norte,2022-08-03T00:00:00.000,6501.14283333
8161,NE,Nordeste,2022-08-03T00:00:00.000,11235.6815
8162,S,Sul,2022-08-03T00:00:00.000,12446.28045833
8163,SE,Sudeste/Centro-Oeste,2022-08-03T00:00:00.000,40455.515625
8164,N,Norte,2022-08-04T00:00:00.000,6534.39441667
8165,NE,Nordeste,2022-08-04T00:00:00.000,11053.668125
8166,S,Sul,2022-08-04T00:00:00.000,12651.75291718
8167,SE,Sudeste/Centro-Oeste,2022-08-04T00:00:00.000,40680.04858333
8168,N,Norte,2022-08-05T00:00:00.000,6601.28570833
8169,NE,Nordeste,2022-08-05T00:00:00.000,10998.51958333
8170,S,Sul,2022-08-05T00:00:00.000,12136.96479167
8171,SE,Sudeste/Centro-Oeste,2022-08-05T00:00:00.000,40778.03125
8172,N,Norte,2022-08-06T00:00:00.000,6556.06170833
8173,NE,Nordeste,2022-08-06T00:00:00.000,10482.193125
8174,S,Sul,2022-08-06T00:00:00.000,10632.454125
8175,SE,Sudeste/Centro-Oeste,2022-08-06T00:00:00.000,37317.16895833
8176,N,Norte,2022-08-07T00:00:00.000,6233.125
8177,NE,Nordeste,2022-08-07T00:00:00.000,9728.65533333
8178,S,Sul,2022-08-07T00:00:00.000,9203.16725
8179,SE,Sudeste/Centro-Oeste,2022-08-07T00:00:00.000,34140.45595833
8180,N,Norte,2022-08-08T00:00:00.000,6669.55379167
8181,NE,Nordeste,2022-08-08T00:00:00.000,10777.097875
8182,S,Sul,2022-08-08T00:00:00.000,11649.06029167
8183,SE,Sudeste/Centro-Oeste,2022-08-08T00:00:00.000,38768.05979167
8184,N,Norte,2022-08-09T00:00:00.000,6806.63870833
8185,NE,Nordeste,2022-08-09T00:00:00.000,11087.434625
8186,S,Sul,2022-08-09T00:00:00.000,12353.94770818
8187,SE,Sudeste/Centro-Oeste,2022-08-09T00:00:00.000,40677.38954167
8188,N,Norte,2022-08-10T00:00:00.000,6762.58520833
8189,NE,Nordeste,2022-08-10T00:00:00.000,11466.851375
8190,S,Sul,2022-08-10T00:00:00.000,11672.89986787
8191,SE,Sudeste/Centro-Oeste,2022-08-10T00:00:00.000,39655.96041667
8192,N,Norte,2022-08-11T00:00:00.000,6750.72133333
8193,NE,Nordeste,2022-08-11T00:00:00.000,11334.40625
8194,S,Sul,2022-08-11T00:00:00.000,11276.54882924
8195,SE,Sudeste/Centro-Oeste,2022-08-11T00:00:00.000,38174.52425
8196,N,Norte,2022-08-12T00:00:00.000,6807.83833333
8197,NE,Nordeste,2022-08-12T00:00:00.000,11138.12720833
8198,S,Sul,2022-08-12T00:00:00.000,10942.98604381
8199,SE,Sudeste/Centro-Oeste,2022-08-12T00:00:00.000,37836.36570833
8200,N,Norte,2022-08-13T00:00:00.000,6448.166
8201,NE,Nordeste,2022-08-13T00:00:00.000,10865.36454167
8202,S,Sul,2022-08-13T00:00:00.000,9342.19766667
8203,SE,Sudeste/Centro-Oeste,2022-08-13T00:00:00.000,35560.469875
8204,N,Norte,2022-08-14T00:00:00.000,6046.58179167
8205,NE,Nordeste,2022-08-14T00:00:00.000,9889.67533333
8206,S,Sul,2022-08-14T00:00:00.000,7919.12133124
8207,SE,Sudeste/Centro-Oeste,2022-08-14T00:00:00.000,32276.627
8208,N,Norte,2022-08-15T00:00:00.000,6433.78308333
8209,NE,Nordeste,2022-08-15T00:00:00.000,10823.45279167
8210,S,Sul,2022-08-15T00:00:00.000,10790.29383212
8211,SE,Sudeste/Centro-Oeste,2022-08-15T00:00:00.000,37759.85845833
8212,N,Norte,2022-08-16T00:00:00.000,6695.622
8213,NE,Nordeste,2022-08-16T00:00:00.000,10804.20579167
8214,S,Sul,2022-08-16T00:00:00.000,11518.849
8215,SE,Sudeste/Centro-Oeste,2022-08-16T00:00:00.000,40139.96325
8216,N,Norte,2022-08-17T00:00:00.000,6849.70345833
8217,NE,Nordeste,2022-08-17T00:00:00.000,10942.63483333
8218,S,Sul,2022-08-17T00:00:00.000,11431.12466667
8219,SE,Sudeste/Centro-Oeste,2022-08-17T00:00:00.000,40444.72875
8220,N,Norte,2022-08-18T00:00:00.000,6883.31204167
8221,NE,Nordeste,2022-08-18T00:00:00.000,11174.390375
8222,S,Sul,2022-08-18T00:00:00.000,11986.58246969
8223,SE,Sudeste/Centro-Oeste,2022-08-18T00:00:00.000,40563.39233333
8224,N,Norte,2022-08-19T00:00:00.000,6942.00629167
8225,NE,Nordeste,2022-08-19T00:00:00.000,11048.922125
8226,S,Sul,2022-08-19T00:00:00.000,11342.20870665
8227,SE,Sudeste/Centro-Oeste,2022-08-19T00:00:00.000,38777.91970833
8228,N,Norte,2022-08-20T00:00:00.000,6540.32258333
8229,NE,Nordeste,2022-08-20T00:00:00.000,10379.83695833
8230,S,Sul,2022-08-20T00:00:00.000,9644.32305127
8231,SE,Sudeste/Centro-Oeste,2022-08-20T00:00:00.000,35085.406625
8232,N,Norte,2022-08-21T00:00:00.000,6109.41491667
8233,NE,Nordeste,2022-08-21T00:00:00.000,9707.73341667
8234,S,Sul,2022-08-21T00:00:00.000,8432.26866351
8235,SE,Sudeste/Centro-Oeste,2022-08-21T00:00:00.000,31812.67395833
8236,N,Norte,2022-08-22T00:00:00.000,6567.412625
8237,NE,Nordeste,2022-08-22T00:00:00.000,10762.441
8238,S,Sul,2022-08-22T00:00:00.000,11194.36608015
8239,SE,Sudeste/Centro-Oeste,2022-08-22T00:00:00.000,36847.59858333
8240,N,Norte,2022-08-23T00:00:00.000,6641.0075
8241,NE,Nordeste,2022-08-23T00:00:00.000,10903.51933333
8242,S,Sul,2022-08-23T00:00:00.000,11389.08325063
8243,SE,Sudeste/Centro-Oeste,2022-08-23T00:00:00.000,38281.886875
8244,N,Norte,2022-08-24T00:00:00.000,6718.46195833
8245,NE,Nordeste,2022-08-24T00:00:00.000,11058.19933333
8246,S,Sul,2022-08-24T00:00:00.000,11523.16391902
8247,SE,Sudeste/Centro-Oeste,2022-08-24T00:00:00.000,38772.60541667
8248,N,Norte,2022-08-25T00:00:00.000,6566.43091667
8249,NE,Nordeste,2022-08-25T00:00:00.000,11009.91558333
8250,S,Sul,2022-08-25T00:00:00.000,11545.17895592
8251,SE,Sudeste/Centro-Oeste,2022-08-25T00:00:00.000,39355.58808333
8252,N,Norte,2022-08-26T00:00:00.000,6642.53133333
8253,NE,Nordeste,2022-08-26T00:00:00.000,11044.47595833
8254,S,Sul,2022-08-26T00:00:00.000,11799.55583989
8255,SE,Sudeste/Centro-Oeste,2022-08-26T00:00:00.000,39850.905875
8256,N,Norte,2022-08-27T00:00:00.000,6417.60375
8257,NE,Nordeste,2022-08-27T00:00:00.000,10437.045875
8258,S,Sul,2022-08-27T00:00:00.000,10197.9416684
8259,SE,Sudeste/Centro-Oeste,2022-08-27T00:00:00.000,37430.36620833
8260,N,Norte,2022-08-28T00:00:00.000,6112.8185
8261,NE,Nordeste,2022-08-28T00:00:00.000,9844.01591667
8262,S,Sul,2022-08-28T00:00:00.000,9094.18104167
8263,SE,Sudeste/Centro-Oeste,2022-08-28T00:00:00.000,34428.853125
8264,N,Norte,2022-08-29T00:00:00.000,6700.14345833
8265,NE,Nordeste,2022-08-29T00:00:00.000,10960.71695833
8266,S,Sul,2022-08-29T00:00:00.000,11619.40891667
8267,SE,Sudeste/Centro-Oeste,2022-08-29T00:00:00.000,38006.50779167
8268,N,Norte,2022-08-30T00:00:00.000,6858.518875
8269,NE,Nordeste,2022-08-30T00:00:00.000,11109.10591667
8270,S,Sul,2022-08-30T00:00:00.000,11925.074375
8271,SE,Sudeste/Centro-Oeste,2022-08-30T00:00:00.000,37999.177375
8272,N,Norte,2022-08-31T00:00:00.000,6863.442
8273,NE,Nordeste,2022-08-31T00:00:00.000,10970.82804167
8274,S,Sul,2022-08-31T00:00:00.000,11891.30854167
8275,SE,Sudeste/Centro-Oeste,2022-08-31T00:00:00.000,37874.10479167
8276,N,Norte,2022-09-01T00:00:00.000,6694.79833333
8277,NE,Nordeste,2022-09-01T00:00:00.000,10702.99945833
8278,S,Sul,2022-09-01T00:00:00.000,11743.59862945
8279,SE,Sudeste/Centro-Oeste,2022-09-01T00:00:00.000,38271.47370833
8280,N,Norte,2022-09-02T00:00:00.000,6678.33716667
8281,NE,Nordeste,2022-09-02T00:00:00.000,10617.93841667
8282,S,Sul,2022-09-02T00:00:00.000,12225.95321302
8283,SE,Sudeste/Centro-Oeste,2022-09-02T00:00:00.000,39137.47745833
8284,N,Norte,2022-09-03T00:00:00.000,6559.368
8285,NE,Nordeste,2022-09-03T00:00:00.000,10059.01516667
8286,S,Sul,2022-09-03T00:00:00.000,9999.71495836
8287,SE,Sudeste/Centro-Oeste,2022-09-03T00:00:00.000,36684.07825
8288,N,Norte,2022-09-04T00:00:00.000,6222.33558333
8289,NE,Nordeste,2022-09-04T00:00:00.000,9562.34445833
8290,S,Sul,2022-09-04T00:00:00.000,8610.41025
8291,SE,Sudeste/Centro-Oeste,2022-09-04T00:00:00.000,33149.576625
8292,N,Norte,2022-09-05T00:00:00.000,6604.12458333
8293,NE,Nordeste,2022-09-05T00:00:00.000,10531.17416667
8294,S,Sul,2022-09-05T00:00:00.000,11667.06716929
8295,SE,Sudeste/Centro-Oeste,2022-09-05T00:00:00.000,38180.73045833
8296,N,Norte,2022-09-06T00:00:00.000,6580.21320833
8297,NE,Nordeste,2022-09-06T00:00:00.000,10708.26916667
8298,S,Sul,2022-09-06T00:00:00.000,12409.41100248
8299,SE,Sudeste/Centro-Oeste,2022-09-06T00:00:00.000,39568.59975
8300,N,Norte,2022-09-07T00:00:00.000,6342.26866667
8301,NE,Nordeste,2022-09-07T00:00:00.000,9997.81829167
8302,S,Sul,2022-09-07T00:00:00.000,10494.39404666
8303,SE,Sudeste/Centro-Oeste,2022-09-07T00:00:00.000,36923.31625
8304,N,Norte,2022-09-08T00:00:00.000,6712.01520833
8305,NE,Nordeste,2022-09-08T00:00:00.000,10660.434625
8306,S,Sul,2022-09-08T00:00:00.000,11658.83288113
8307,SE,Sudeste/Centro-Oeste,2022-09-08T00:00:00.000,40031.47345833
8308,N,Norte,2022-09-09T00:00:00.000,6676.31466667
8309,NE,Nordeste,2022-09-09T00:00:00.000,10710.29058333
8310,S,Sul,2022-09-09T00:00:00.000,12301.80541635
8311,SE,Sudeste/Centro-Oeste,2022-09-09T00:00:00.000,40165.80079167
8312,N,Norte,2022-09-10T00:00:00.000,6549.98254167
8313,NE,Nordeste,2022-09-10T00:00:00.000,10402.01304167
8314,S,Sul,2022-09-10T00:00:00.000,10175.81925459
8315,SE,Sudeste/Centro-Oeste,2022-09-10T00:00:00.000,38483.54325
8316,N,Norte,2022-09-11T00:00:00.000,6399.76225
8317,NE,Nordeste,2022-09-11T00:00:00.000,9701.95470833
8318,S,Sul,2022-09-11T00:00:00.000,8938.49844618
8319,SE,Sudeste/Centro-Oeste,2022-09-11T00:00:00.000,34309.28745833
8320,N,Norte,2022-09-12T00:00:00.000,6860.839875
8321,NE,Nordeste,2022-09-12T00:00:00.000,10872.912625
8322,S,Sul,2022-09-12T00:00:00.000,11897.03011947
8323,SE,Sudeste/Centro-Oeste,2022-09-12T00:00:00.000,39726.32854167
8324,N,Norte,2022-09-13T00:00:00.000,6711.712125
8325,NE,Nordeste,2022-09-13T00:00:00.000,11255.25420833
8326,S,Sul,2022-09-13T00:00:00.000,11915.60849938
8327,SE,Sudeste/Centro-Oeste,2022-09-13T00:00:00.000,41284.562
8328,N,Norte,2022-09-14T00:00:00.000,6855.75983333
8329,NE,Nordeste,2022-09-14T00:00:00.000,11398.448625
8330,S,Sul,2022-09-14T00:00:00.000,12033.1466583
8331,SE,Sudeste/Centro-Oeste,2022-09-14T00:00:00.000,41695.035875
8332,N,Norte,2022-09-15T00:00:00.000,6983.04175
8333,NE,Nordeste,2022-09-15T00:00:00.000,11516.46566667
8334,S,Sul,2022-09-15T00:00:00.000,11837.30838474
8335,SE,Sudeste/Centro-Oeste,2022-09-15T00:00:00.000,40572.593125
8336,N,Norte,2022-09-16T00:00:00.000,6945.06641667
8337,NE,Nordeste,2022-09-16T00:00:00.000,11542.84054167
8338,S,Sul,2022-09-16T00:00:00.000,11473.47308745
8339,SE,Sudeste/Centro-Oeste,2022-09-16T00:00:00.000,39450.5825
8340,N,Norte,2022-09-17T00:00:00.000,6711.57208333
8341,NE,Nordeste,2022-09-17T00:00:00.000,10977.94529167
8342,S,Sul,2022-09-17T00:00:00.000,9486.76541672
8343,SE,Sudeste/Centro-Oeste,2022-09-17T00:00:00.000,35637.00341667
8344,N,Norte,2022-09-18T00:00:00.000,6301.64595833
8345,NE,Nordeste,2022-09-18T00:00:00.000,10185.29
8346,S,Sul,2022-09-18T00:00:00.000,8077.69183428
8347,SE,Sudeste/Centro-Oeste,2022-09-18T00:00:00.000,32273.67004167
8348,N,Norte,2022-09-19T00:00:00.000,6777.232125
8349,NE,Nordeste,2022-09-19T00:00:00.000,11213.73829167
8350,S,Sul,2022-09-19T00:00:00.000,11306.64367279
8351,SE,Sudeste/Centro-Oeste,2022-09-19T00:00:00.000,38132.23820833
8352,N,Norte,2022-09-20T00:00:00.000,6973.4755
8353,NE,Nordeste,2022-09-20T00:00:00.000,11538.52791667
8354,S,Sul,2022-09-20T00:00:00.000,10820.22504557
8355,SE,Sudeste/Centro-Oeste,2022-09-20T00:00:00.000,40466.69945833
8356,N,Norte,2022-09-21T00:00:00.000,6898.525125
8357,NE,Nordeste,2022-09-21T00:00:00.000,11811.352375
8358,S,Sul,2022-09-21T00:00:00.000,11974.73071084
8359,SE,Sudeste/Centro-Oeste,2022-09-21T00:00:00.000,41215.40066667
8360,N,Norte,2022-09-22T00:00:00.000,6990.32579167
8361,NE,Nordeste,2022-09-22T00:00:00.000,12047.19745833
8362,S,Sul,2022-09-22T00:00:00.000,11741.40192615
8363,SE,Sudeste/Centro-Oeste,2022-09-22T00:00:00.000,41640.797125
8364,N,Norte,2022-09-23T00:00:00.000,6972.70420833
8365,NE,Nordeste,2022-09-23T00:00:00.000,12241.42975
8366,S,Sul,2022-09-23T00:00:00.000,11092.74671214
8367,SE,Sudeste/Centro-Oeste,2022-09-23T00:00:00.000,39479.40679167
8368,N,Norte,2022-09-24T00:00:00.000,6498.17645833
8369,NE,Nordeste,2022-09-24T00:00:00.000,11635.47941667
8370,S,Sul,2022-09-24T00:00:00.000,9485.05396399
8371,SE,Sudeste/Centro-Oeste,2022-09-24T00:00:00.000,35304.02666667
8372,N,Norte,2022-09-25T00:00:00.000,6251.57166667
8373,NE,Nordeste,2022-09-25T00:00:00.000,10262.35445833
8374,S,Sul,2022-09-25T00:00:00.000,9092.34541934
8375,SE,Sudeste/Centro-Oeste,2022-09-25T00:00:00.000,32235.37016667
8376,N,Norte,2022-09-26T00:00:00.000,6753.76745833
8377,NE,Nordeste,2022-09-26T00:00:00.000,11165.62341667
8378,S,Sul,2022-09-26T00:00:00.000,11424.64312522
8379,SE,Sudeste/Centro-Oeste,2022-09-26T00:00:00.000,39028.85804167
8380,N,Norte,2022-09-27T00:00:00.000,6840.439625
8381,NE,Nordeste,2022-09-27T00:00:00.000,11558.089
8382,S,Sul,2022-09-27T00:00:00.000,11824.80350027
8383,SE,Sudeste/Centro-Oeste,2022-09-27T00:00:00.000,41004.46279167
8384,N,Norte,2022-09-28T00:00:00.000,6988.06333333
8385,NE,Nordeste,2022-09-28T00:00:00.000,11575.36825
8386,S,Sul,2022-09-28T00:00:00.000,11962.04120734
8387,SE,Sudeste/Centro-Oeste,2022-09-28T00:00:00.000,41086.94804167
8388,N,Norte,2022-09-29T00:00:00.000,6861.20454167
8389,NE,Nordeste,2022-09-29T00:00:00.000,11596.06554167
8390,S,Sul,2022-09-29T00:00:00.000,11803.86612728
8391,SE,Sudeste/Centro-Oeste,2022-09-29T00:00:00.000,39887.9025
8392,N,Norte,2022-09-30T00:00:00.000,6766.22095833
8393,NE,Nordeste,2022-09-30T00:00:00.000,11738.680375
8394,S,Sul,2022-09-30T00:00:00.000,11807.44129007
8395,SE,Sudeste/Centro-Oeste,2022-09-30T00:00:00.000,38918.91875
8396,N,Norte,2022-10-01T00:00:00.000,6600.20645833
8397,NE,Nordeste,2022-10-01T00:00:00.000,11041.86483333
8398,S,Sul,2022-10-01T00:00:00.000,9793.27075
8399,SE,Sudeste/Centro-Oeste,2022-10-01T00:00:00.000,36101.66183333
8400,N,Norte,2022-10-02T00:00:00.000,6396.17929167
8401,NE,Nordeste,2022-10-02T00:00:00.000,10061.14633333
8402,S,Sul,2022-10-02T00:00:00.000,8157.12075
8403,SE,Sudeste/Centro-Oeste,2022-10-02T00:00:00.000,33054.05404167
8404,N,Norte,2022-10-03T00:00:00.000,6698.26845833
8405,NE,Nordeste,2022-10-03T00:00:00.000,11219.957
8406,S,Sul,2022-10-03T00:00:00.000,10862.05616667
8407,SE,Sudeste/Centro-Oeste,2022-10-03T00:00:00.000,38765.556625
8408,N,Norte,2022-10-04T00:00:00.000,6727.81020833
8409,NE,Nordeste,2022-10-04T00:00:00.000,11702.49595833
8410,S,Sul,2022-10-04T00:00:00.000,11373.76683333
8411,SE,Sudeste/Centro-Oeste,2022-10-04T00:00:00.000,39723.058
8412,N,Norte,2022-10-05T00:00:00.000,6901.33616667
8413,NE,Nordeste,2022-10-05T00:00:00.000,11641.869625
8414,S,Sul,2022-10-05T00:00:00.000,11666.63733333
8415,SE,Sudeste/Centro-Oeste,2022-10-05T00:00:00.000,39584.21104167
8416,N,Norte,2022-10-06T00:00:00.000,7028.785375
8417,NE,Nordeste,2022-10-06T00:00:00.000,12076.972125
8418,S,Sul,2022-10-06T00:00:00.000,12125.917375
8419,SE,Sudeste/Centro-Oeste,2022-10-06T00:00:00.000,41000.37620833
8420,N,Norte,2022-10-07T00:00:00.000,7031.79195833
8421,NE,Nordeste,2022-10-07T00:00:00.000,12304.507625
8422,S,Sul,2022-10-07T00:00:00.000,11162.487875
8423,SE,Sudeste/Centro-Oeste,2022-10-07T00:00:00.000,41047.268375
8424,N,Norte,2022-10-08T00:00:00.000,6691.65870833
8425,NE,Nordeste,2022-10-08T00:00:00.000,11753.066375
8426,S,Sul,2022-10-08T00:00:00.000,9219.38025
8427,SE,Sudeste/Centro-Oeste,2022-10-08T00:00:00.000,37338.58479167
8428,N,Norte,2022-10-09T00:00:00.000,6352.77425
8429,NE,Nordeste,2022-10-09T00:00:00.000,11074.254875
8430,S,Sul,2022-10-09T00:00:00.000,8206.03033333
8431,SE,Sudeste/Centro-Oeste,2022-10-09T00:00:00.000,34202.98091667
8432,N,Norte,2022-10-10T00:00:00.000,6676.35025
8433,NE,Nordeste,2022-10-10T00:00:00.000,12171.77883333
8434,S,Sul,2022-10-10T00:00:00.000,11216.48058333
8435,SE,Sudeste/Centro-Oeste,2022-10-10T00:00:00.000,39318.95116667
8436,N,Norte,2022-10-11T00:00:00.000,6998.76104167
8437,NE,Nordeste,2022-10-11T00:00:00.000,12216.61391667
8438,S,Sul,2022-10-11T00:00:00.000,11531.75845833
8439,SE,Sudeste/Centro-Oeste,2022-10-11T00:00:00.000,41102.87375
8440,N,Norte,2022-10-12T00:00:00.000,6679.87220833
8441,NE,Nordeste,2022-10-12T00:00:00.000,11087.234125
8442,S,Sul,2022-10-12T00:00:00.000,9268.14416667
8443,SE,Sudeste/Centro-Oeste,2022-10-12T00:00:00.000,36832.90720833
8444,N,Norte,2022-10-13T00:00:00.000,7009.77570833
8445,NE,Nordeste,2022-10-13T00:00:00.000,11862.973625
8446,S,Sul,2022-10-13T00:00:00.000,10929.09070833
8447,SE,Sudeste/Centro-Oeste,2022-10-13T00:00:00.000,41117.52025
8448,N,Norte,2022-10-14T00:00:00.000,6956.52829167
8449,NE,Nordeste,2022-10-14T00:00:00.000,11978.40404167
8450,S,Sul,2022-10-14T00:00:00.000,11482.54520833
8451,SE,Sudeste/Centro-Oeste,2022-10-14T00:00:00.000,41593.498875
8452,N,Norte,2022-10-15T00:00:00.000,6399.24383333
8453,NE,Nordeste,2022-10-15T00:00:00.000,11259.36575
8454,S,Sul,2022-10-15T00:00:00.000,9584.31391667
8455,SE,Sudeste/Centro-Oeste,2022-10-15T00:00:00.000,38297.48916667
8456,N,Norte,2022-10-16T00:00:00.000,6060.6345
8457,NE,Nordeste,2022-10-16T00:00:00.000,10460.88083333
8458,S,Sul,2022-10-16T00:00:00.000,8290.64116667
8459,SE,Sudeste/Centro-Oeste,2022-10-16T00:00:00.000,34945.76966667
8460,N,Norte,2022-10-17T00:00:00.000,6590.23508333
8461,NE,Nordeste,2022-10-17T00:00:00.000,11566.74808333
8462,S,Sul,2022-10-17T00:00:00.000,11042.57475
8463,SE,Sudeste/Centro-Oeste,2022-10-17T00:00:00.000,40963.25233333
8464,N,Norte,2022-10-18T00:00:00.000,6687.103625
8465,NE,Nordeste,2022-10-18T00:00:00.000,11964.796125
8466,S,Sul,2022-10-18T00:00:00.000,11801.05029167
8467,SE,Sudeste/Centro-Oeste,2022-10-18T00:00:00.000,42441.49333333
8468,N,Norte,2022-10-19T00:00:00.000,6916.75675
8469,NE,Nordeste,2022-10-19T00:00:00.000,12011.30591667
8470,S,Sul,2022-10-19T00:00:00.000,11716.372625
8471,SE,Sudeste/Centro-Oeste,2022-10-19T00:00:00.000,42464.182875
8472,N,Norte,2022-10-20T00:00:00.000,6985.04
8473,NE,Nordeste,2022-10-20T00:00:00.000,12129.15279167
8474,S,Sul,2022-10-20T00:00:00.000,12092.93308333
8475,SE,Sudeste/Centro-Oeste,2022-10-20T00:00:00.000,42712.76829167
8476,N,Norte,2022-10-21T00:00:00.000,7062.20791667
8477,NE,Nordeste,2022-10-21T00:00:00.000,12215.523875
8478,S,Sul,2022-10-21T00:00:00.000,11791.63275
8479,SE,Sudeste/Centro-Oeste,2022-10-21T00:00:00.000,42816.974
8480,N,Norte,2022-10-22T00:00:00.000,6388.126125
8481,NE,Nordeste,2022-10-22T00:00:00.000,11713.94954167
8482,S,Sul,2022-10-22T00:00:00.000,9957.43829167
8483,SE,Sudeste/Centro-Oeste,2022-10-22T00:00:00.000,38964.58604167
8484,N,Norte,2022-10-23T00:00:00.000,6067.701625
8485,NE,Nordeste,2022-10-23T00:00:00.000,11007.08454167
8486,S,Sul,2022-10-23T00:00:00.000,8397.58350151
8487,SE,Sudeste/Centro-Oeste,2022-10-23T00:00:00.000,34741.047875
8488,N,Norte,2022-10-24T00:00:00.000,6264.66791667
8489,NE,Nordeste,2022-10-24T00:00:00.000,12119.3605
8490,S,Sul,2022-10-24T00:00:00.000,11340.35075
8491,SE,Sudeste/Centro-Oeste,2022-10-24T00:00:00.000,40125.55879167
8492,N,Norte,2022-10-25T00:00:00.000,6231.18329167
8493,NE,Nordeste,2022-10-25T00:00:00.000,12013.85479167
8494,S,Sul,2022-10-25T00:00:00.000,11853.94025
8495,SE,Sudeste/Centro-Oeste,2022-10-25T00:00:00.000,40897.04429167
8496,N,Norte,2022-10-26T00:00:00.000,6217.63825
8497,NE,Nordeste,2022-10-26T00:00:00.000,11956.88325
8498,S,Sul,2022-10-26T00:00:00.000,12244.86483333
8499,SE,Sudeste/Centro-Oeste,2022-10-26T00:00:00.000,41721.33370833
8500,N,Norte,2022-10-27T00:00:00.000,6341.3255
8501,NE,Nordeste,2022-10-27T00:00:00.000,11849.92258333
8502,S,Sul,2022-10-27T00:00:00.000,12390.94341667
8503,SE,Sudeste/Centro-Oeste,2022-10-27T00:00:00.000,43437.98129167
8504,N,Norte,2022-10-28T00:00:00.000,6806.16329167
8505,NE,Nordeste,2022-10-28T00:00:00.000,11472.09404167
8506,S,Sul,2022-10-28T00:00:00.000,12381.04554167
8507,SE,Sudeste/Centro-Oeste,2022-10-28T00:00:00.000,43240.877125
8508,N,Norte,2022-10-29T00:00:00.000,6683.83704167
8509,NE,Nordeste,2022-10-29T00:00:00.000,11577.09266667
8510,S,Sul,2022-10-29T00:00:00.000,11046.723
8511,SE,Sudeste/Centro-Oeste,2022-10-29T00:00:00.000,39882.826
8512,N,Norte,2022-10-30T00:00:00.000,6498.58579167
8513,NE,Nordeste,2022-10-30T00:00:00.000,10737.819875
8514,S,Sul,2022-10-30T00:00:00.000,9490.22645833
8515,SE,Sudeste/Centro-Oeste,2022-10-30T00:00:00.000,37076.98870833
8516,N,Norte,2022-10-31T00:00:00.000,6968.1995
8517,NE,Nordeste,2022-10-31T00:00:00.000,12006.88904167
8518,S,Sul,2022-10-31T00:00:00.000,11984.53875
8519,SE,Sudeste/Centro-Oeste,2022-10-31T00:00:00.000,42836.61933333
8520,N,Norte,2022-11-01T00:00:00.000,6829.99133333
8521,NE,Nordeste,2022-11-01T00:00:00.000,12452.807125
8522,S,Sul,2022-11-01T00:00:00.000,11076.25504167
8523,SE,Sudeste/Centro-Oeste,2022-11-01T00:00:00.000,40263.7855
8524,N,Norte,2022-11-02T00:00:00.000,6184.149875
8525,NE,Nordeste,2022-11-02T00:00:00.000,11515.73816667
8526,S,Sul,2022-11-02T00:00:00.000,8701.51633333
8527,SE,Sudeste/Centro-Oeste,2022-11-02T00:00:00.000,34309.38033333
8528,N,Norte,2022-11-03T00:00:00.000,6482.34416667
8529,NE,Nordeste,2022-11-03T00:00:00.000,12222.70170833
8530,S,Sul,2022-11-03T00:00:00.000,10507.01695833
8531,SE,Sudeste/Centro-Oeste,2022-11-03T00:00:00.000,36310.39704167
8532,N,Norte,2022-11-04T00:00:00.000,6511.070375
8533,NE,Nordeste,2022-11-04T00:00:00.000,12074.06266667
8534,S,Sul,2022-11-04T00:00:00.000,10932.08708333
8535,SE,Sudeste/Centro-Oeste,2022-11-04T00:00:00.000,36791.36966667
8536,N,Norte,2022-11-05T00:00:00.000,6197.77466667
8537,NE,Nordeste,2022-11-05T00:00:00.000,11139.29233333
8538,S,Sul,2022-11-05T00:00:00.000,9579.86566667
8539,SE,Sudeste/Centro-Oeste,2022-11-05T00:00:00.000,34525.88520833
8540,N,Norte,2022-11-06T00:00:00.000,5986.63095833
8541,NE,Nordeste,2022-11-06T00:00:00.000,10215.829875
8542,S,Sul,2022-11-06T00:00:00.000,8379.64916667
8543,SE,Sudeste/Centro-Oeste,2022-11-06T00:00:00.000,32241.70879167
8544,N,Norte,2022-11-07T00:00:00.000,6361.27491667
8545,NE,Nordeste,2022-11-07T00:00:00.000,11090.624875
8546,S,Sul,2022-11-07T00:00:00.000,11165.01691667
8547,SE,Sudeste/Centro-Oeste,2022-11-07T00:00:00.000,38034.634
8548,N,Norte,2022-11-08T00:00:00.000,6363.45075
8549,NE,Nordeste,2022-11-08T00:00:00.000,11421.46775
8550,S,Sul,2022-11-08T00:00:00.000,11726.989625
8551,SE,Sudeste/Centro-Oeste,2022-11-08T00:00:00.000,39265.05083333
8552,N,Norte,2022-11-09T00:00:00.000,6486.87120833
8553,NE,Nordeste,2022-11-09T00:00:00.000,11745.98895833
