,id_subsistema,nom_subsistema,din_instante,val_cargaenergiamwmed
1093,NE,Nordeste,2017-10-01T00:00:00.000,9035.53525
1094,S,Sul,2017-10-01T00:00:00.000,8055.37675
1095,SE,Sudeste/Centro-Oeste,2017-10-01T00:00:00.000,30373.62291667
1096,N,Norte,2017-10-02T00:00:00.000,5821.601875
1097,NE,Nordeste,2017-10-02T00:00:00.000,10315.54316667
1098,S,Sul,2017-10-02T00:00:00.000,10372.90395833
1099,SE,Sudeste/Centro-Oeste,2017-10-02T00:00:00.000,36310.46566667
1100,N,Norte,2017-10-03T00:00:00.000,5906.16166667
1101,NE,Nordeste,2017-10-03T00:00:00.000,10674.085875
1102,S,Sul,2017-10-03T00:00:00.000,10751.51183333
1103,SE,Sudeste/Centro-Oeste,2017-10-03T00:00:00.000,36278.215125
1104,N,Norte,2017-10-04T00:00:00.000,5656.032
1105,NE,Nordeste,2017-10-04T00:00:00.000,10516.094
1106,S,Sul,2017-10-04T00:00:00.000,11067.15966667
1107,SE,Sudeste/Centro-Oeste,2017-10-04T00:00:00.000,35390.03179167
1108,N,Norte,2017-10-05T00:00:00.000,5671.934875
1109,NE,Nordeste,2017-10-05T00:00:00.000,10480.775125
1110,S,Sul,2017-10-05T00:00:00.000,11465.65166667
1111,SE,Sudeste/Centro-Oeste,2017-10-05T00:00:00.000,36422.65566667
1112,N,Norte,2017-10-06T00:00:00.000,5500.358625
1113,NE,Nordeste,2017-10-06T00:00:00.000,10358.54879167
1114,S,Sul,2017-10-06T00:00:00.000,11713.19066667
1115,SE,Sudeste/Centro-Oeste,2017-10-06T00:00:00.000,38485.08475
1116,N,Norte,2017-10-07T00:00:00.000,5359.28579167
1117,NE,Nordeste,2017-10-07T00:00:00.000,9929.93008333
1118,S,Sul,2017-10-07T00:00:00.000,9540.66266667
1119,SE,Sudeste/Centro-Oeste,2017-10-07T00:00:00.000,34837.03958333
1120,N,Norte,2017-10-08T00:00:00.000,4966.90675
1121,NE,Nordeste,2017-10-08T00:00:00.000,9154.09891667
1122,S,Sul,2017-10-08T00:00:00.000,8150.531375
1123,SE,Sudeste/Centro-Oeste,2017-10-08T00:00:00.000,31165.08604167
1124,N,Norte,2017-10-09T00:00:00.000,5480.65879167
1125,NE,Nordeste,2017-10-09T00:00:00.000,10235.98129167
1126,S,Sul,2017-10-09T00:00:00.000,10812.57566667
1127,SE,Sudeste/Centro-Oeste,2017-10-09T00:00:00.000,38245.39191667
1128,N,Norte,2017-10-10T00:00:00.000,5683.1165
1129,NE,Nordeste,2017-10-10T00:00:00.000,10479.53116667
1130,S,Sul,2017-10-10T00:00:00.000,11408.804375
1131,SE,Sudeste/Centro-Oeste,2017-10-10T00:00:00.000,39968.74966667
1132,N,Norte,2017-10-11T00:00:00.000,5714.90295833
1133,NE,Nordeste,2017-10-11T00:00:00.000,10403.43725
1134,S,Sul,2017-10-11T00:00:00.000,11596.4315
1135,SE,Sudeste/Centro-Oeste,2017-10-11T00:00:00.000,40671.12533333
1136,N,Norte,2017-10-12T00:00:00.000,5349.34225
1137,NE,Nordeste,2017-10-12T00:00:00.000,9603.83025
1138,S,Sul,2017-10-12T00:00:00.000,9512.51708333
1139,SE,Sudeste/Centro-Oeste,2017-10-12T00:00:00.000,35649.97829167
1140,N,Norte,2017-10-13T00:00:00.000,5689.32679167
1141,NE,Nordeste,2017-10-13T00:00:00.000,10292.380875
1142,S,Sul,2017-10-13T00:00:00.000,10793.66045833
1143,SE,Sudeste/Centro-Oeste,2017-10-13T00:00:00.000,38331.45541667
1144,N,Norte,2017-10-14T00:00:00.000,5448.72441667
1145,NE,Nordeste,2017-10-14T00:00:00.000,10028.65058333
1146,S,Sul,2017-10-14T00:00:00.000,9285.627125
1147,SE,Sudeste/Centro-Oeste,2017-10-14T00:00:00.000,35706.82695833
1148,N,Norte,2017-10-15T00:00:00.000,5201.33282609
1149,NE,Nordeste,2017-10-15T00:00:00.000,9366.65547826
1150,S,Sul,2017-10-15T00:00:00.000,8038.52273913
1151,SE,Sudeste/Centro-Oeste,2017-10-15T00:00:00.000,31475.64117391
1152,N,Norte,2017-10-16T00:00:00.000,5683.81141667
1153,NE,Nordeste,2017-10-16T00:00:00.000,10434.10858333
1154,S,Sul,2017-10-16T00:00:00.000,10855.43429167
1155,SE,Sudeste/Centro-Oeste,2017-10-16T00:00:00.000,36918.970375
1156,N,Norte,2017-10-17T00:00:00.000,5732.08741667
1157,NE,Nordeste,2017-10-17T00:00:00.000,10576.53079167
1158,S,Sul,2017-10-17T00:00:00.000,11620.454125
1159,SE,Sudeste/Centro-Oeste,2017-10-17T00:00:00.000,38331.70245833
1160,N,Norte,2017-10-18T00:00:00.000,5774.418
1161,NE,Nordeste,2017-10-18T00:00:00.000,10273.41170833
1162,S,Sul,2017-10-18T00:00:00.000,12183.15258333
1163,SE,Sudeste/Centro-Oeste,2017-10-18T00:00:00.000,39286.17958333
1164,N,Norte,2017-10-19T00:00:00.000,5876.88783333
1165,NE,Nordeste,2017-10-19T00:00:00.000,10339.121125
1166,S,Sul,2017-10-19T00:00:00.000,11614.34520833
1167,SE,Sudeste/Centro-Oeste,2017-10-19T00:00:00.000,40354.83008333
1168,N,Norte,2017-10-20T00:00:00.000,5841.44754167
1169,NE,Nordeste,2017-10-20T00:00:00.000,10537.77975
1170,S,Sul,2017-10-20T00:00:00.000,11442.64270833
1171,SE,Sudeste/Centro-Oeste,2017-10-20T00:00:00.000,40135.156375
1172,N,Norte,2017-10-21T00:00:00.000,5640.40341667
1173,NE,Nordeste,2017-10-21T00:00:00.000,10142.847125
1174,S,Sul,2017-10-21T00:00:00.000,9823.62716667
1175,SE,Sudeste/Centro-Oeste,2017-10-21T00:00:00.000,36033.50466667
1176,N,Norte,2017-10-22T00:00:00.000,5437.46666667
1177,NE,Nordeste,2017-10-22T00:00:00.000,9321.93083333
1178,S,Sul,2017-10-22T00:00:00.000,8119.47995833
1179,SE,Sudeste/Centro-Oeste,2017-10-22T00:00:00.000,32298.514625
1180,N,Norte,2017-10-23T00:00:00.000,5768.20620833
1181,NE,Nordeste,2017-10-23T00:00:00.000,10294.18845833
1182,S,Sul,2017-10-23T00:00:00.000,10622.793875
1183,SE,Sudeste/Centro-Oeste,2017-10-23T00:00:00.000,36762.85441667
1184,N,Norte,2017-10-24T00:00:00.000,5731.32704167
1185,NE,Nordeste,2017-10-24T00:00:00.000,10524.92345833
1186,S,Sul,2017-10-24T00:00:00.000,11207.37129167
1187,SE,Sudeste/Centro-Oeste,2017-10-24T00:00:00.000,36794.81791667
1188,N,Norte,2017-10-25T00:00:00.000,5834.07516667
1189,NE,Nordeste,2017-10-25T00:00:00.000,10436.912625
1190,S,Sul,2017-10-25T00:00:00.000,11232.24733333
1191,SE,Sudeste/Centro-Oeste,2017-10-25T00:00:00.000,37972.55995833
1192,N,Norte,2017-10-26T00:00:00.000,5699.77545833
1193,NE,Nordeste,2017-10-26T00:00:00.000,10608.108375
1194,S,Sul,2017-10-26T00:00:00.000,11231.94454167
1195,SE,Sudeste/Centro-Oeste,2017-10-26T00:00:00.000,38536.06270833
1196,N,Norte,2017-10-27T00:00:00.000,5737.2315
1197,NE,Nordeste,2017-10-27T00:00:00.000,10761.58775
1198,S,Sul,2017-10-27T00:00:00.000,11411.09645833
1199,SE,Sudeste/Centro-Oeste,2017-10-27T00:00:00.000,38674.28591667
1200,N,Norte,2017-10-28T00:00:00.000,5599.178125
1201,NE,Nordeste,2017-10-28T00:00:00.000,10383.237125
1202,S,Sul,2017-10-28T00:00:00.000,9825.56175
1203,SE,Sudeste/Centro-Oeste,2017-10-28T00:00:00.000,35548.55879167
1204,N,Norte,2017-10-29T00:00:00.000,5416.52245833
1205,NE,Nordeste,2017-10-29T00:00:00.000,9665.49916667
1206,S,Sul,2017-10-29T00:00:00.000,8440.89395833
1207,SE,Sudeste/Centro-Oeste,2017-10-29T00:00:00.000,32066.29058333
1208,N,Norte,2017-10-30T00:00:00.000,5677.43341667
1209,NE,Nordeste,2017-10-30T00:00:00.000,10894.031125
1210,S,Sul,2017-10-30T00:00:00.000,11024.23279167
1211,SE,Sudeste/Centro-Oeste,2017-10-30T00:00:00.000,37448.620125
1212,N,Norte,2017-10-31T00:00:00.000,5570.79491667
1213,NE,Nordeste,2017-10-31T00:00:00.000,11054.216625
1214,S,Sul,2017-10-31T00:00:00.000,11339.41554167
1215,SE,Sudeste/Centro-Oeste,2017-10-31T00:00:00.000,38100.74675
1216,N,Norte,2017-11-01T00:00:00.000,5629.53954167
1217,NE,Nordeste,2017-11-01T00:00:00.000,10944.97166667
1218,S,Sul,2017-11-01T00:00:00.000,11206.18604167
1219,SE,Sudeste/Centro-Oeste,2017-11-01T00:00:00.000,36575.169
1220,N,Norte,2017-11-02T00:00:00.000,5296.30929167
1221,NE,Nordeste,2017-11-02T00:00:00.000,9853.72233333
1222,S,Sul,2017-11-02T00:00:00.000,9139.08216667
1223,SE,Sudeste/Centro-Oeste,2017-11-02T00:00:00.000,31651.743125
1224,N,Norte,2017-11-03T00:00:00.000,5604.72691667
1225,NE,Nordeste,2017-11-03T00:00:00.000,10348.27779167
1226,S,Sul,2017-11-03T00:00:00.000,10354.13475
1227,SE,Sudeste/Centro-Oeste,2017-11-03T00:00:00.000,35215.23554167
1228,N,Norte,2017-11-04T00:00:00.000,5486.32658333
1229,NE,Nordeste,2017-11-04T00:00:00.000,9931.7205
1230,S,Sul,2017-11-04T00:00:00.000,9256.53016667
1231,SE,Sudeste/Centro-Oeste,2017-11-04T00:00:00.000,34452.902
1232,N,Norte,2017-11-05T00:00:00.000,5301.71533333
1233,NE,Nordeste,2017-11-05T00:00:00.000,9332.81858333
1234,S,Sul,2017-11-05T00:00:00.000,8004.09066667
1235,SE,Sudeste/Centro-Oeste,2017-11-05T00:00:00.000,31543.13233333
1236,N,Norte,2017-11-06T00:00:00.000,5730.36708333
1237,NE,Nordeste,2017-11-06T00:00:00.000,10671.402125
1238,S,Sul,2017-11-06T00:00:00.000,10726.218125
1239,SE,Sudeste/Centro-Oeste,2017-11-06T00:00:00.000,36204.50720833
1240,N,Norte,2017-11-07T00:00:00.000,5628.325375
1241,NE,Nordeste,2017-11-07T00:00:00.000,10653.999625
1242,S,Sul,2017-11-07T00:00:00.000,11395.37370833
1243,SE,Sudeste/Centro-Oeste,2017-11-07T00:00:00.000,36436.8345
1244,N,Norte,2017-11-08T00:00:00.000,5578.209125
1245,NE,Nordeste,2017-11-08T00:00:00.000,10440.77395833
1246,S,Sul,2017-11-08T00:00:00.000,11428.12445833
1247,SE,Sudeste/Centro-Oeste,2017-11-08T00:00:00.000,36438.400625
1248,N,Norte,2017-11-09T00:00:00.000,5673.47795833
1249,NE,Nordeste,2017-11-09T00:00:00.000,10389.74675
1250,S,Sul,2017-11-09T00:00:00.000,11677.03208333
1251,SE,Sudeste/Centro-Oeste,2017-11-09T00:00:00.000,36882.97558333
1252,N,Norte,2017-11-10T00:00:00.000,5722.72620833
1253,NE,Nordeste,2017-11-10T00:00:00.000,10580.19175
1254,S,Sul,2017-11-10T00:00:00.000,11654.14195833
1255,SE,Sudeste/Centro-Oeste,2017-11-10T00:00:00.000,38159.91566667
1256,N,Norte,2017-11-11T00:00:00.000,5486.50883333
1257,NE,Nordeste,2017-11-11T00:00:00.000,10152.286125
1258,S,Sul,2017-11-11T00:00:00.000,9740.12945833
1259,SE,Sudeste/Centro-Oeste,2017-11-11T00:00:00.000,34286.83591667
1260,N,Norte,2017-11-12T00:00:00.000,5231.03833333
1261,NE,Nordeste,2017-11-12T00:00:00.000,9617.08391667
1262,S,Sul,2017-11-12T00:00:00.000,8322.47954167
1263,SE,Sudeste/Centro-Oeste,2017-11-12T00:00:00.000,29827.760625
1264,N,Norte,2017-11-13T00:00:00.000,5624.62166667
1265,NE,Nordeste,2017-11-13T00:00:00.000,10891.26166667
1266,S,Sul,2017-11-13T00:00:00.000,11231.645875
1267,SE,Sudeste/Centro-Oeste,2017-11-13T00:00:00.000,36103.65179167
1268,N,Norte,2017-11-14T00:00:00.000,5706.83
1269,NE,Nordeste,2017-11-14T00:00:00.000,10718.22816667
1270,S,Sul,2017-11-14T00:00:00.000,11815.02004167
1271,SE,Sudeste/Centro-Oeste,2017-11-14T00:00:00.000,37067.73354167
1272,N,Norte,2017-11-15T00:00:00.000,5226.79079167
1273,NE,Nordeste,2017-11-15T00:00:00.000,9503.11325
1274,S,Sul,2017-11-15T00:00:00.000,10554.254125
1275,SE,Sudeste/Centro-Oeste,2017-11-15T00:00:00.000,34341.60645833
1276,N,Norte,2017-11-16T00:00:00.000,5429.81595833
1277,NE,Nordeste,2017-11-16T00:00:00.000,10372.29145833
1278,S,Sul,2017-11-16T00:00:00.000,12442.91620833
1279,SE,Sudeste/Centro-Oeste,2017-11-16T00:00:00.000,39533.43454167
1280,N,Norte,2017-11-17T00:00:00.000,5598.29304167
1281,NE,Nordeste,2017-11-17T00:00:00.000,10406.573375
1282,S,Sul,2017-11-17T00:00:00.000,11700.43295833
1283,SE,Sudeste/Centro-Oeste,2017-11-17T00:00:00.000,39232.89354167
1284,N,Norte,2017-11-18T00:00:00.000,5452.443
1285,NE,Nordeste,2017-11-18T00:00:00.000,9913.44004167
1286,S,Sul,2017-11-18T00:00:00.000,9853.41479167
1287,SE,Sudeste/Centro-Oeste,2017-11-18T00:00:00.000,35411.88954167
1288,N,Norte,2017-11-19T00:00:00.000,5219.471125
1289,NE,Nordeste,2017-11-19T00:00:00.000,9313.83833333
1290,S,Sul,2017-11-19T00:00:00.000,8316.56970833
1291,SE,Sudeste/Centro-Oeste,2017-11-19T00:00:00.000,31933.55170833
1292,N,Norte,2017-11-20T00:00:00.000,5594.920125
1293,NE,Nordeste,2017-11-20T00:00:00.000,10526.66291667
1294,S,Sul,2017-11-20T00:00:00.000,11311.67483333
1295,SE,Sudeste/Centro-Oeste,2017-11-20T00:00:00.000,34498.46675
1296,N,Norte,2017-11-21T00:00:00.000,5626.06291667
1297,NE,Nordeste,2017-11-21T00:00:00.000,10795.11754167
1298,S,Sul,2017-11-21T00:00:00.000,11834.56516667
1299,SE,Sudeste/Centro-Oeste,2017-11-21T00:00:00.000,37244.17775
1300,N,Norte,2017-11-22T00:00:00.000,5744.83645833
1301,NE,Nordeste,2017-11-22T00:00:00.000,10888.82
1302,S,Sul,2017-11-22T00:00:00.000,11507.695
1303,SE,Sudeste/Centro-Oeste,2017-11-22T00:00:00.000,37471.790375
1304,N,Norte,2017-11-23T00:00:00.000,5736.33020833
1305,NE,Nordeste,2017-11-23T00:00:00.000,11117.5415
1306,S,Sul,2017-11-23T00:00:00.000,11647.777625
1307,SE,Sudeste/Centro-Oeste,2017-11-23T00:00:00.000,36905.79554167
1308,N,Norte,2017-11-24T00:00:00.000,5656.38691667
1309,NE,Nordeste,2017-11-24T00:00:00.000,10808.47020833
1310,S,Sul,2017-11-24T00:00:00.000,12123.79504167
1311,SE,Sudeste/Centro-Oeste,2017-11-24T00:00:00.000,37015.38025
1312,N,Norte,2017-11-25T00:00:00.000,5379.66741667
1313,NE,Nordeste,2017-11-25T00:00:00.000,10119.19508333
1314,S,Sul,2017-11-25T00:00:00.000,10314.45820833
1315,SE,Sudeste/Centro-Oeste,2017-11-25T00:00:00.000,35253.42416667
1316,N,Norte,2017-11-26T00:00:00.000,5145.83608333
1317,NE,Nordeste,2017-11-26T00:00:00.000,9274.77695833
1318,S,Sul,2017-11-26T00:00:00.000,8712.506375
1319,SE,Sudeste/Centro-Oeste,2017-11-26T00:00:00.000,32001.07316667
1320,N,Norte,2017-11-27T00:00:00.000,5645.39754167
1321,NE,Nordeste,2017-11-27T00:00:00.000,10601.8375
1322,S,Sul,2017-11-27T00:00:00.000,11577.06854167
1323,SE,Sudeste/Centro-Oeste,2017-11-27T00:00:00.000,38734.68429167
1324,N,Norte,2017-11-28T00:00:00.000,5762.8715
1325,NE,Nordeste,2017-11-28T00:00:00.000,10956.30491667
1326,S,Sul,2017-11-28T00:00:00.000,12151.67
1327,SE,Sudeste/Centro-Oeste,2017-11-28T00:00:00.000,38967.27445833
1328,N,Norte,2017-11-29T00:00:00.000,5891.00858333
1329,NE,Nordeste,2017-11-29T00:00:00.000,10967.22
1330,S,Sul,2017-11-29T00:00:00.000,12263.393125
1331,SE,Sudeste/Centro-Oeste,2017-11-29T00:00:00.000,37809.55833333
1332,N,Norte,2017-11-30T00:00:00.000,5836.0165
1333,NE,Nordeste,2017-11-30T00:00:00.000,11050.090875
1334,S,Sul,2017-11-30T00:00:00.000,12082.98720833
1335,SE,Sudeste/Centro-Oeste,2017-11-30T00:00:00.000,37186.59566667
1336,N,Norte,2017-12-01T00:00:00.000,5755.80220833
1337,NE,Nordeste,2017-12-01T00:00:00.000,10876.98904167
1338,S,Sul,2017-12-01T00:00:00.000,11967.59333333
1339,SE,Sudeste/Centro-Oeste,2017-12-01T00:00:00.000,36420.50770833
1340,N,Norte,2017-12-02T00:00:00.000,5510.25466667
1341,NE,Nordeste,2017-12-02T00:00:00.000,10369.63045833
1342,S,Sul,2017-12-02T00:00:00.000,10592.95016667
1343,SE,Sudeste/Centro-Oeste,2017-12-02T00:00:00.000,33562.59245833
1344,N,Norte,2017-12-03T00:00:00.000,5317.24970833
1345,NE,Nordeste,2017-12-03T00:00:00.000,9510.06691667
1346,S,Sul,2017-12-03T00:00:00.000,9377.35916667
1347,SE,Sudeste/Centro-Oeste,2017-12-03T00:00:00.000,30676.51804167
1348,N,Norte,2017-12-04T00:00:00.000,5912.32158333
1349,NE,Nordeste,2017-12-04T00:00:00.000,10912.00183333
1350,S,Sul,2017-12-04T00:00:00.000,12239.62491667
1351,SE,Sudeste/Centro-Oeste,2017-12-04T00:00:00.000,37494.05345833
1352,N,Norte,2017-12-05T00:00:00.000,5938.17920833
1353,NE,Nordeste,2017-12-05T00:00:00.000,11473.99158188
1354,S,Sul,2017-12-05T00:00:00.000,12490.43266667
1355,SE,Sudeste/Centro-Oeste,2017-12-05T00:00:00.000,38804.67316667
1356,N,Norte,2017-12-06T00:00:00.000,6003.12845833
1357,NE,Nordeste,2017-12-06T00:00:00.000,11393.91704167
1358,S,Sul,2017-12-06T00:00:00.000,12712.85008333
1359,SE,Sudeste/Centro-Oeste,2017-12-06T00:00:00.000,38236.9745
1360,N,Norte,2017-12-07T00:00:00.000,5807.81325
1361,NE,Nordeste,2017-12-07T00:00:00.000,11377.98454167
1362,S,Sul,2017-12-07T00:00:00.000,12728.83316667
1363,SE,Sudeste/Centro-Oeste,2017-12-07T00:00:00.000,38638.78220833
1364,N,Norte,2017-12-08T00:00:00.000,5517.42729167
1365,NE,Nordeste,2017-12-08T00:00:00.000,11027.148
1366,S,Sul,2017-12-08T00:00:00.000,12682.18533333
1367,SE,Sudeste/Centro-Oeste,2017-12-08T00:00:00.000,38330.60441667
1368,N,Norte,2017-12-09T00:00:00.000,5483.611625
1369,NE,Nordeste,2017-12-09T00:00:00.000,10648.27341667
1370,S,Sul,2017-12-09T00:00:00.000,11114.708125
1371,SE,Sudeste/Centro-Oeste,2017-12-09T00:00:00.000,35250.056125
1372,N,Norte,2017-12-10T00:00:00.000,5168.02533333
1373,NE,Nordeste,2017-12-10T00:00:00.000,9725.79245833
1374,S,Sul,2017-12-10T00:00:00.000,9956.40216667
1375,SE,Sudeste/Centro-Oeste,2017-12-10T00:00:00.000,32025.34475
1376,N,Norte,2017-12-11T00:00:00.000,5532.69970833
1377,NE,Nordeste,2017-12-11T00:00:00.000,10854.35129167
1378,S,Sul,2017-12-11T00:00:00.000,12586.29904167
1379,SE,Sudeste/Centro-Oeste,2017-12-11T00:00:00.000,38591.39920833
1380,N,Norte,2017-12-12T00:00:00.000,5643.28425
1381,NE,Nordeste,2017-12-12T00:00:00.000,11006.68758333
1382,S,Sul,2017-12-12T00:00:00.000,12465.15895833
1383,SE,Sudeste/Centro-Oeste,2017-12-12T00:00:00.000,38080.28920833
1384,N,Norte,2017-12-13T00:00:00.000,5588.78854167
1385,NE,Nordeste,2017-12-13T00:00:00.000,10895.955
1386,S,Sul,2017-12-13T00:00:00.000,13004.76375
1387,SE,Sudeste/Centro-Oeste,2017-12-13T00:00:00.000,38190.16529167
1388,N,Norte,2017-12-14T00:00:00.000,5438.79579167
1389,NE,Nordeste,2017-12-14T00:00:00.000,10954.01770833
1390,S,Sul,2017-12-14T00:00:00.000,13634.89929167
1391,SE,Sudeste/Centro-Oeste,2017-12-14T00:00:00.000,39173.78841667
1392,N,Norte,2017-12-15T00:00:00.000,5398.59679167
1393,NE,Nordeste,2017-12-15T00:00:00.000,10784.48733333
1394,S,Sul,2017-12-15T00:00:00.000,13657.84654167
1395,SE,Sudeste/Centro-Oeste,2017-12-15T00:00:00.000,39787.70270833
1396,N,Norte,2017-12-16T00:00:00.000,5283.791625
1397,NE,Nordeste,2017-12-16T00:00:00.000,10196.73675
1398,S,Sul,2017-12-16T00:00:00.000,12168.66658333
1399,SE,Sudeste/Centro-Oeste,2017-12-16T00:00:00.000,36642.266625
1400,N,Norte,2017-12-17T00:00:00.000,5062.627
1401,NE,Nordeste,2017-12-17T00:00:00.000,9485.57858333
1402,S,Sul,2017-12-17T00:00:00.000,10536.885875
1403,SE,Sudeste/Centro-Oeste,2017-12-17T00:00:00.000,33795.225375
1404,N,Norte,2017-12-18T00:00:00.000,5445.728625
1405,NE,Nordeste,2017-12-18T00:00:00.000,10444.64258333
1406,S,Sul,2017-12-18T00:00:00.000,12167.85233333
1407,SE,Sudeste/Centro-Oeste,2017-12-18T00:00:00.000,39831.88745833
1408,N,Norte,2017-12-19T00:00:00.000,5288.81045833
1409,NE,Nordeste,2017-12-19T00:00:00.000,10625.04604167
1410,S,Sul,2017-12-19T00:00:00.000,12405.25941667
1411,SE,Sudeste/Centro-Oeste,2017-12-19T00:00:00.000,40420.74495833
1412,N,Norte,2017-12-20T00:00:00.000,5356.4815
1413,NE,Nordeste,2017-12-20T00:00:00.000,10536.15441667
1414,S,Sul,2017-12-20T00:00:00.000,12181.99495833
1415,SE,Sudeste/Centro-Oeste,2017-12-20T00:00:00.000,40553.44070833
1416,N,Norte,2017-12-21T00:00:00.000,5466.33519375
1417,NE,Nordeste,2017-12-21T00:00:00.000,10528.89766667
1418,S,Sul,2017-12-21T00:00:00.000,11927.05783333
1419,SE,Sudeste/Centro-Oeste,2017-12-21T00:00:00.000,39469.70972292
1420,N,Norte,2017-12-22T00:00:00.000,5511.164125
1421,NE,Nordeste,2017-12-22T00:00:00.000,10500.427
1422,S,Sul,2017-12-22T00:00:00.000,12111.15666667
1423,SE,Sudeste/Centro-Oeste,2017-12-22T00:00:00.000,37884.39733333
1424,N,Norte,2017-12-23T00:00:00.000,5222.53666667
1425,NE,Nordeste,2017-12-23T00:00:00.000,9832.45445833
1426,S,Sul,2017-12-23T00:00:00.000,10633.90433333
1427,SE,Sudeste/Centro-Oeste,2017-12-23T00:00:00.000,35395.82083333
1428,N,Norte,2017-12-24T00:00:00.000,4820.66266667
1429,NE,Nordeste,2017-12-24T00:00:00.000,9159.87316667
1430,S,Sul,2017-12-24T00:00:00.000,8825.051875
1431,SE,Sudeste/Centro-Oeste,2017-12-24T00:00:00.000,33273.92266667
1432,N,Norte,2017-12-25T00:00:00.000,4477.76995833
1433,NE,Nordeste,2017-12-25T00:00:00.000,8828.16566667
1434,S,Sul,2017-12-25T00:00:00.000,7681.52333333
1435,SE,Sudeste/Centro-Oeste,2017-12-25T00:00:00.000,31151.04745833
1436,N,Norte,2017-12-26T00:00:00.000,4991.18116667
1437,NE,Nordeste,2017-12-26T00:00:00.000,10270.30595833
1438,S,Sul,2017-12-26T00:00:00.000,9829.91941667
1439,SE,Sudeste/Centro-Oeste,2017-12-26T00:00:00.000,36792.41579167
1440,N,Norte,2017-12-27T00:00:00.000,5238.417
1441,NE,Nordeste,2017-12-27T00:00:00.000,10539.8675
1442,S,Sul,2017-12-27T00:00:00.000,10922.37525
1443,SE,Sudeste/Centro-Oeste,2017-12-27T00:00:00.000,38450.05745833
1444,N,Norte,2017-12-28T00:00:00.000,5310.42420833
1445,NE,Nordeste,2017-12-28T00:00:00.000,10741.40308333
1446,S,Sul,2017-12-28T00:00:00.000,11147.35379167
1447,SE,Sudeste/Centro-Oeste,2017-12-28T00:00:00.000,38536.35058333
1448,N,Norte,2017-12-29T00:00:00.000,5311.61733333
1449,NE,Nordeste,2017-12-29T00:00:00.000,10804.05729167
1450,S,Sul,2017-12-29T00:00:00.000,10578.49341667
1451,SE,Sudeste/Centro-Oeste,2017-12-29T00:00:00.000,37505.78466667
1452,N,Norte,2017-12-30T00:00:00.000,5095.468375
1453,NE,Nordeste,2017-12-30T00:00:00.000,10296.86975
1454,S,Sul,2017-12-30T00:00:00.000,9428.14066667
1455,SE,Sudeste/Centro-Oeste,2017-12-30T00:00:00.000,34142.86175
1456,N,Norte,2017-12-31T00:00:00.000,4992.21541667
1457,NE,Nordeste,2017-12-31T00:00:00.000,9727.70754167
1458,S,Sul,2017-12-31T00:00:00.000,8902.18329167
1459,SE,Sudeste/Centro-Oeste,2017-12-31T00:00:00.000,31721.327625
1460,N,Norte,2018-01-01T00:00:00.000,4828.0725
1461,NE,Nordeste,2018-01-01T00:00:00.000,9237.88683333
1462,S,Sul,2018-01-01T00:00:00.000,8350.80920833
1463,SE,Sudeste/Centro-Oeste,2018-01-01T00:00:00.000,30268.424125
1464,N,Norte,2018-01-02T00:00:00.000,5430.981
1465,NE,Nordeste,2018-01-02T00:00:00.000,10783.59258333
1466,S,Sul,2018-01-02T00:00:00.000,10178.03254167
1467,SE,Sudeste/Centro-Oeste,2018-01-02T00:00:00.000,36875.34020833
1468,N,Norte,2018-01-03T00:00:00.000,5457.93883333
1469,NE,Nordeste,2018-01-03T00:00:00.000,11157.16245833
1470,S,Sul,2018-01-03T00:00:00.000,11138.50520833
1471,SE,Sudeste/Centro-Oeste,2018-01-03T00:00:00.000,38552.692625
1472,N,Norte,2018-01-04T00:00:00.000,5406.32604167
1473,NE,Nordeste,2018-01-04T00:00:00.000,11154.239625
1474,S,Sul,2018-01-04T00:00:00.000,11696.33566667
1475,SE,Sudeste/Centro-Oeste,2018-01-04T00:00:00.000,37938.60470833
1476,N,Norte,2018-01-05T00:00:00.000,5449.58275
1477,NE,Nordeste,2018-01-05T00:00:00.000,10969.048625
1478,S,Sul,2018-01-05T00:00:00.000,12369.50083333
1479,SE,Sudeste/Centro-Oeste,2018-01-05T00:00:00.000,37663.77966667
1480,N,Norte,2018-01-06T00:00:00.000,5256.29991667
1481,NE,Nordeste,2018-01-06T00:00:00.000,10324.65745833
1482,S,Sul,2018-01-06T00:00:00.000,11012.35345833
1483,SE,Sudeste/Centro-Oeste,2018-01-06T00:00:00.000,35334.61375
1484,N,Norte,2018-01-07T00:00:00.000,4889.7815
1485,NE,Nordeste,2018-01-07T00:00:00.000,9502.00866667
1486,S,Sul,2018-01-07T00:00:00.000,9312.76683333
1487,SE,Sudeste/Centro-Oeste,2018-01-07T00:00:00.000,31739.197375
1488,N,Norte,2018-01-08T00:00:00.000,5272.735375
1489,NE,Nordeste,2018-01-08T00:00:00.000,10700.57083333
1490,S,Sul,2018-01-08T00:00:00.000,11720.490875
1491,SE,Sudeste/Centro-Oeste,2018-01-08T00:00:00.000,36659.33908333
1492,N,Norte,2018-01-09T00:00:00.000,5275.13083333
1493,NE,Nordeste,2018-01-09T00:00:00.000,10883.665375
1494,S,Sul,2018-01-09T00:00:00.000,12113.092
1495,SE,Sudeste/Centro-Oeste,2018-01-09T00:00:00.000,37909.52091667
1496,N,Norte,2018-01-10T00:00:00.000,5178.35179167
1497,NE,Nordeste,2018-01-10T00:00:00.000,10700.46875
1498,S,Sul,2018-01-10T00:00:00.000,12334.14575
